"","FishID","Species","temp_bin","rate_ggd","rate_final","rep","mass","vol","trial","Method","lograte","lograte_ggd"
"1","Ito1","Ito",17,0.00342777034024599,2.38039606961527,1,5.5,350,1,"Intermittent",0.867266889642546,-5.67584527575168
"2","Ito1","Ito",17,0.00398335557856979,2.76621915178457,2,5.5,350,1,"Intermittent",1.0174814606841,-5.52563070471013
"3","Ito1","Ito",18,0.0070328299275051,4.88390967187854,3,5.5,350,1,"Intermittent",1.58594606137607,-4.95716610401816
"4","Ito1","Ito",18,0.00367953482027834,2.55523251408218,4,5.5,350,1,"Intermittent",0.938143223069764,-5.60496894232446
"5","Ito1","Ito",18,0.00380610452398391,2.6431281416555,5,5.5,350,1,"Intermittent",0.971963117857954,-5.57114904753627
"6","Ito1","Ito",18,0.00394898239409929,2.74234888479118,6,5.5,350,1,"Intermittent",1.00881481038792,-5.5342973550063
"7","Ito1","Ito",18,0.00392679259390235,2.72693930132108,7,5.5,350,1,"Intermittent",1.00317984520762,-5.53993232018661
"8","Ito1","Ito",19,0.00413750021470605,2.87326403799031,8,5.5,350,1,"Intermittent",1.05544867900797,-5.48766348638626
"9","Ito1","Ito",19,0.00616399040137411,4.28054888984313,9,5.5,350,1,"Intermittent",1.45408124666143,-5.08903091873279
"10","Ito1","Ito",19,0.00689316022127356,4.78691682032886,10,5.5,350,1,"Intermittent",1.56588653410082,-4.97722563129341
"11","Ito1","Ito",19,0.00433247255550784,3.00866149688044,11,5.5,350,1,"Intermittent",1.10149529443712,-5.44161687095711
"12","Ito1","Ito",20,0.00432479587764273,3.00333047058523,12,5.5,350,1,"Intermittent",1.09972182976142,-5.44339033563281
"13","Ito1","Ito",20,0.00456399504912983,3.16944100634016,14,5.5,350,1,"Intermittent",1.15355523364574,-5.38955693174849
"14","Ito1","Ito",20,0.00492563914218591,3.4205827376291,15,5.5,350,1,"Intermittent",1.22981092767922,-5.31330123771501
"15","Ito1","Ito",20,0.0049570715097628,3.44241077066861,16,5.5,350,1,"Intermittent",1.23617203136277,-5.30694013403145
"16","Ito1","Ito",21,0.0109231487534416,7.58551996766777,17,5.5,350,1,"Intermittent",2.02624116254949,-4.51687100284474
"17","Ito1","Ito",21,0.00493919745383817,3.42999823183206,18,5.5,350,1,"Intermittent",1.23255974567686,-5.31055241971737
"18","Ito1","Ito",21,0.00555371360731509,3.85674556063548,19,5.5,350,1,"Intermittent",1.34982370884565,-5.19328845654857
"19","Ito1","Ito",22,0.00577988916113063,4.01381191745183,20,5.5,350,1,"Intermittent",1.38974139263753,-5.1533707727567
"20","Ito1","Ito",22,0.00553278415721536,3.84221122028845,21,5.5,350,1,"Intermittent",1.34604803948498,-5.19706412590924
"21","Ito1","Ito",22,0.00560210341256408,3.89034959205839,22,5.5,350,1,"Intermittent",1.35849902301609,-5.18461314237814
"22","Ito1","Ito",22,0.00553423546944854,3.84321907600593,23,5.5,350,1,"Intermittent",1.34631031646478,-5.19680184892945
"23","Ito1","Ito",22,0.00548863371138448,3.81155118846144,24,5.5,350,1,"Intermittent",1.33803624236032,-5.2050759230339
"24","Ito1","Ito",22,0.00535908499835814,3.72158680441538,25,5.5,350,1,"Intermittent",1.31415013766078,-5.22896202773345
"25","Ito1","Ito",22,0.00569544570461492,3.95517062820481,26,5.5,350,1,"Intermittent",1.37502374269225,-5.16808842270198
"26","Ito1","Ito",21,0.00510327212104368,3.543938972947,27,5.5,350,1,"Intermittent",1.26523881277149,-5.27787335262274
"27","Ito1","Ito",21,0.00488580444062739,3.39291975043569,28,5.5,350,1,"Intermittent",1.22169083401508,-5.32142133137915
"28","Ito1","Ito",21,0.00543329288438708,3.77312005860214,29,5.5,350,1,"Intermittent",1.32790226093765,-5.21520990445658
"29","Ito1","Ito",21,0.00647487675869551,4.49644219353855,30,5.5,350,1,"Intermittent",1.50328646041046,-5.03982570498377
"30","Ito1","Ito",21,0.00492426421480711,3.41962792694938,31,5.5,350,1,"Intermittent",1.22953175186644,-5.31358041352779
"31","Ito1","Ito",21,0.00489206799868649,3.39726944353228,32,5.5,350,1,"Intermittent",1.22297200411721,-5.32014016127702
"32","Ito1","Ito",21,0.00506725666220417,3.51892823764179,33,5.5,350,1,"Intermittent",1.25815646530451,-5.28495570008972
"33","Ito1","Ito",21,0.00512714238803705,3.56051554724795,34,5.5,350,1,"Intermittent",1.2699053510217,-5.27320681437252
"34","Ito1","Ito",21,0.0123436778903231,8.5719985349466,35,5.5,350,1,"Intermittent",2.14850090669981,-4.39461125869441
"35","Ito1","Ito",21,0.0101497521028569,7.04843896031727,36,5.5,350,1,"Intermittent",1.95280616823778,-4.59030599715645
"36","Ito1","Ito",20,0.00467192684836698,3.24439364469929,38,5.5,350,1,"Intermittent",1.17692847435974,-5.36618369103449
"37","Ito1","Ito",20,0.00467238515749323,3.24471191492585,39,5.5,350,1,"Intermittent",1.17702656807201,-5.36608559732222
"38","Ito1","Ito",20,0.00524271267271206,3.64077268938338,40,5.5,350,1,"Intermittent",1.29219593642414,-5.25091622897009
"39","Ito1","Ito",20,0.00465760468817087,3.23444770011866,41,5.5,350,1,"Intermittent",1.17385818698446,-5.36925397840977
"40","Ito1","Ito",20,0.00441878744095584,3.06860238955267,42,5.5,350,1,"Intermittent",1.12122221023969,-5.42188995515453
"41","Ito1","Ito",20,0.00451247346485132,3.13366212836897,43,5.5,350,1,"Intermittent",1.14220232968844,-5.40090983570579
"42","Ito1","Ito",20,0.0051148062340549,3.55194877364924,44,5.5,350,1,"Intermittent",1.26749640319294,-5.27561576220129
"43","Ito1","Ito",20,0.00471412948041121,3.27370102806334,45,5.5,350,1,"Intermittent",1.18592115775526,-5.35719100763896
"44","Ito1","Ito",20,0.00447481573164263,3.10751092475182,46,5.5,350,1,"Intermittent",1.13382206000454,-5.40929010538969
"45","Ito1","Ito",20,0.00472852802546155,3.28370001768163,47,5.5,350,1,"Intermittent",1.18897084079226,-5.35414132460197
"46","Ito1","Ito",20,0.00500645431811863,3.47670438758238,48,5.5,350,1,"Intermittent",1.24608483002178,-5.29702733537245
"47","Ito1","Ito",20,0.00473479158352067,3.28804971077824,49,5.5,350,1,"Intermittent",1.19029459592948,-5.35281756946475
"48","Ito1","Ito",18,0.0043283477733713,3.00579706484118,50,5.5,350,1,"Intermittent",1.100542779019,-5.44256938637522
"49","Ito1","Ito",17,0.00296816267144906,2.06122407739518,51,5.5,350,1,"Intermittent",0.723300018655009,-5.81981214673922
"50","Ito1","Ito",17,0.00322580878526861,2.24014498976987,52,5.5,350,1,"Intermittent",0.806540591348042,-5.73657157404619
"51","Ito1","Ito",17,0.00346348025966804,2.40519462476947,53,5.5,350,1,"Intermittent",0.877630825343539,-5.66548134005069
"52","Ito1","Ito",17,0.00345228987850154,2.39742352673718,54,5.5,350,1,"Intermittent",0.874394630181095,-5.66871753521313
"53","Ito1","Ito",18,0.00408758271236952,2.83859910581216,55,5.5,350,1,"Intermittent",1.04331065787281,-5.49980150752142
"54","Ito1","Ito",18,0.00373884765970342,2.59642198590515,56,5.5,350,1,"Intermittent",0.954134337983396,-5.58897782741083
"55","Ito1","Ito",18,0.00395448210361464,2.74616812751017,57,5.5,350,1,"Intermittent",1.01020653180443,-5.53290563358979
"56","Ito1","Ito",19,0.00408414539392257,2.8362120791129,58,5.5,350,1,"Intermittent",1.04246938694334,-5.50064277845088
"57","Ito1","Ito",19,0.00459737523049333,3.19262168784259,59,5.5,350,1,"Intermittent",1.16084242498516,-5.38226974040907
"58","Ito1","Ito",19,0.0041420451135416,2.87642021773722,60,5.5,350,1,"Intermittent",1.05654654105519,-5.48656562433904
"59","Ito1","Ito",19,0.00464396999166437,3.22497916087803,61,5.5,350,1,"Intermittent",1.17092648848361,-5.37218567691062
"60","Ito1","Ito",20,0.00447443380737076,3.10724569956303,62,5.5,350,1,"Intermittent",1.13373670664157,-5.40937545875266
"61","Ito1","Ito",20,0.00452725393417355,3.14392634317607,63,5.5,350,1,"Intermittent",1.14547244654955,-5.39763971884468
"62","Ito2","Ito",17,0.00397619093816077,2.76124370705609,1,11.8,350,1,"Intermittent",1.01568119672962,-5.52743096866461
"63","Ito2","Ito",17,0.00382751235041749,2.65799468778992,2,11.8,350,1,"Intermittent",0.977571961714911,-5.56554020367932
"64","Ito2","Ito",18,0.00385684931313311,2.67836757856466,3,11.8,350,1,"Intermittent",0.985207496462523,-5.5579046689317
"65","Ito2","Ito",18,0.0038018425080413,2.64016840836202,4,11.8,350,1,"Intermittent",0.970842706169881,-5.57226945922435
"66","Ito2","Ito",18,0.00396159366302317,2.75110671043276,5,11.8,350,1,"Intermittent",1.01200327087853,-5.5311088945157
"67","Ito2","Ito",18,0.00409884365242696,2.84641920307428,6,11.8,350,1,"Intermittent",1.0460617843493,-5.49705038104493
