"","FishID","Species","temp_bin","rate_ggd","rate_final","rep","mass","vol","trial","Method","lograte","lograte_ggd","day"
"1","Masu1","Masu",17,0.00664560963904101,4.61500669377848,1,3.3,350,1,"Intermittent",1.5293133183933,-5.01379884700092,1
"2","Masu1","Masu",17,0.00559805501528199,3.88753820505694,2,3.3,350,1,"Intermittent",1.35777610512444,-5.18533606026979,1
"3","Masu1","Masu",18,0.00563083684861938,3.91030336709679,3,3.3,350,1,"Intermittent",1.36361495848031,-5.17949720691392,1
"4","Masu1","Masu",18,0.00537615701331174,3.73344237035537,4,3.3,350,1,"Intermittent",1.31733069555163,-5.2257814698426,1
"5","Masu1","Masu",18,0.0051336987547046,3.56506857965597,5,3.3,350,1,"Intermittent",1.27118329061138,-5.27192887478285,1
"6","Masu1","Masu",18,0.0118238662254667,8.21101821212962,6,3.3,350,1,"Intermittent",2.10547693674022,-4.437635228654,1
"7","Masu1","Masu",18,0.00556005355022871,3.86114829876994,7,3.3,350,1,"Intermittent",1.3509646259643,-5.19214753942993,1
"8","Masu1","Masu",19,0.00939495516431321,6.52427441966195,8,3.3,350,1,"Intermittent",1.87552974697376,-4.66758241842046,1
"9","Masu1","Masu",19,0.00922277097173447,6.4047020637045,9,3.3,350,1,"Intermittent",1.8570324180614,-4.68607974733283,1
"10","Masu1","Masu",19,0.00502306802394606,3.48824168329587,10,3.3,350,1,"Intermittent",1.24939779358204,-5.29371437181219,1
"11","Masu1","Masu",19,0.00888273106165855,6.16856323726288,11,3.3,350,1,"Intermittent",1.81946594812033,-4.7236462172739,1
"12","Masu1","Masu",20,0.00999724974108954,6.94253454242329,15,3.3,350,1,"Intermittent",1.93766691568853,-4.60544524970569,1
"13","Masu1","Masu",21,0.0142579969183358,9.90138674884429,17,3.3,350,1,"Intermittent",2.29267482297171,-4.25043734242252,1
"14","Masu1","Masu",21,0.00666228699891373,4.62658819369009,18,3.3,350,1,"Intermittent",1.53181970524872,-5.01129246014551,1
"15","Masu1","Masu",21,0.00635891181893956,4.4159109853747,19,3.3,350,1,"Intermittent",1.48521415147424,-5.05789801391999,1
"16","Masu1","Masu",22,0.00605903761145768,4.20766500795672,20,3.3,350,1,"Intermittent",1.43690786389119,-5.10620430150304,1
"17","Masu1","Masu",22,0.0132006395715981,9.16711081360979,22,3.3,350,1,"Intermittent",2.21562216722443,-4.3274899981698,1
"18","Masu1","Masu",22,0.00794657101720168,5.51845209527894,23,3.3,350,1,"Intermittent",1.70809740344273,-4.8350147619515,1
"19","Masu1","Masu",22,0.00834224456288376,5.7932253908915,24,3.3,350,1,"Intermittent",1.75668919881342,-4.78642296658081,1
"20","Masu1","Masu",22,0.00879488847912291,6.10756144383535,25,3.3,350,1,"Intermittent",1.80952758448971,-4.73358458090451,1
"21","Masu1","Masu",22,0.00759672838414717,5.27550582232443,26,3.3,350,1,"Intermittent",1.66307456525297,-4.88003760014125,1
"22","Masu1","Masu",21,0.00553599232109921,3.84443911187445,27,3.3,350,1,"Intermittent",1.34662771764182,-5.19648444775241,1
"23","Masu1","Masu",21,0.00732543484301182,5.08710752986932,28,3.3,350,1,"Intermittent",1.62670940378693,-4.9164027616073,1
"24","Masu1","Masu",21,0.00626349440501157,4.34964889236914,29,3.3,350,1,"Intermittent",1.47009512744511,-5.07301703794912,1
"25","Masu1","Masu",21,0.00652963196847606,4.53446664477504,30,3.3,350,1,"Intermittent",1.51170746800128,-5.03140469739295,1
"26","Masu1","Masu",21,0.00683256157013308,4.74483442370353,31,3.3,350,1,"Intermittent",1.5570565365539,-4.98605562884033,1
"27","Masu1","Masu",21,0.00785618227285356,5.45568213392608,32,3.3,350,1,"Intermittent",1.69665765893308,-4.84645450646115,1
"28","Masu1","Masu",21,0.00811111672434252,5.63271994746008,33,3.3,350,1,"Intermittent",1.72859244226625,-4.81451972312798,1
"29","Masu1","Masu",21,0.00720283715173411,5.0019702442598,34,3.3,350,1,"Intermittent",1.6098318836692,-4.93328028172503,1
"30","Masu1","Masu",21,0.00759227260097493,5.27241152845481,35,3.3,350,1,"Intermittent",1.66248785342059,-4.88062431197364,1
"31","Masu1","Masu",21,0.00721397660966428,5.00970597893353,36,3.3,350,1,"Intermittent",1.61137722653502,-4.93173493885921,1
"32","Masu1","Masu",21,0.00844364545707125,5.8636426785217,37,3.3,350,1,"Intermittent",1.76877102795997,-4.77434113743426,1
"33","Masu1","Masu",20,0.00644026168885294,4.47240395059232,38,3.3,350,1,"Intermittent",1.49792606061783,-5.0451861047764,1
"34","Masu1","Masu",20,0.0068139109348556,4.73188259364972,39,3.3,350,1,"Intermittent",1.55432313466077,-4.98878903073345,1
"35","Masu1","Masu",20,0.0114317573063223,7.93872035161268,40,3.3,350,1,"Intermittent",2.07175209748631,-4.47136006790792,1
"36","Masu1","Masu",20,0.0130528348783752,9.06446866553832,42,3.3,350,1,"Intermittent",2.20436222864873,-4.3387499367455,1
"37","Masu1","Masu",20,0.00738794311551184,5.13051605243878,43,3.3,350,1,"Intermittent",1.63520624914064,-4.90790591625358,1
"38","Masu1","Masu",20,0.00492917830710557,3.42304049104553,44,3.3,350,1,"Intermittent",1.23052918858867,-5.31258297680556,1
"39","Masu1","Masu",20,0.0163096304529035,11.3261322589608,45,3.3,350,1,"Intermittent",2.42711264508774,-4.11599952030649,1
"40","Masu1","Masu",20,0.00693116168632698,4.81330672661596,46,3.3,350,1,"Intermittent",1.57138431706993,-4.9717278483243,1
"41","Masu1","Masu",20,0.00615044482053096,4.27114223647984,47,3.3,350,1,"Intermittent",1.45188129415656,-5.09123087123767,1
"42","Masu1","Masu",20,0.0071469488999469,4.96315895829646,48,3.3,350,1,"Intermittent",1.60204242476386,-4.94106974063037,2
"43","Masu1","Masu",20,0.00664446386622543,4.61421101821211,49,3.3,350,1,"Intermittent",1.5291408930387,-5.01397127235553,2
"44","Masu1","Masu",17,0.00440078607694049,3.05610144231979,53,3.3,350,1,"Intermittent",1.11714006522972,-5.42597210016451,2
"45","Masu1","Masu",17,0.0106357634696507,7.38594685392407,54,3.3,350,1,"Intermittent",1.99957912088919,-4.54353304450503,2
"46","Masu1","Masu",18,0.00522892520649668,3.63119806006714,55,3.3,350,1,"Intermittent",1.28956263791982,-5.25354952747441,2
"47","Masu1","Masu",18,0.00885472328171966,6.1491133900831,56,3.3,350,1,"Intermittent",1.81630790721164,-4.72680425818259,2
"48","Masu1","Masu",18,0.00447882593649754,3.1102957892344,57,3.3,350,1,"Intermittent",1.13471783074715,-5.40839433464708,2
"49","Masu1","Masu",19,0.0131419505418173,9.12635454292866,59,3.3,350,1,"Intermittent",2.21116633151265,-4.33194583388158,2
