Time,Temperature
7/5/2024 16:20,18.337
7/5/2024 16:30,18.273
7/5/2024 16:40,18.273
7/5/2024 16:50,18.284
7/5/2024 17:00,18.251
7/5/2024 17:10,18.23
7/5/2024 17:20,18.208
7/5/2024 17:30,18.219
7/5/2024 17:40,18.198
7/5/2024 17:50,18.187
7/5/2024 18:00,18.155
7/5/2024 18:10,18.123
7/5/2024 18:20,18.09
7/5/2024 18:30,18.08
7/5/2024 18:40,18.037
7/5/2024 18:50,18.026
7/5/2024 19:00,17.972
7/5/2024 19:10,17.962
7/5/2024 19:20,17.919
7/5/2024 19:30,17.887
7/5/2024 19:40,17.844
7/5/2024 19:50,17.822
7/5/2024 20:00,17.801
7/5/2024 20:10,17.737
7/5/2024 20:20,17.704
7/5/2024 20:30,17.661
7/5/2024 20:40,17.629
7/5/2024 20:50,17.576
7/5/2024 21:00,17.543
7/5/2024 21:10,17.511
7/5/2024 21:20,17.479
7/5/2024 21:30,17.436
7/5/2024 21:40,17.404
7/5/2024 21:50,17.35
7/5/2024 22:00,17.34
7/5/2024 22:10,17.275
7/5/2024 22:20,17.243
7/5/2024 22:30,17.222
7/5/2024 22:40,17.168
7/5/2024 22:50,17.125
7/5/2024 23:00,17.114
7/5/2024 23:10,17.05
7/5/2024 23:20,17.018
7/5/2024 23:30,16.997
7/5/2024 23:40,16.954
7/5/2024 23:50,16.9
7/6/2024 0:00,16.857
7/6/2024 0:10,16.825
7/6/2024 0:20,16.771
7/6/2024 0:30,16.739
7/6/2024 0:40,16.707
7/6/2024 0:50,16.653
7/6/2024 1:00,16.621
7/6/2024 1:10,16.568
7/6/2024 1:20,16.535
7/6/2024 1:30,16.492
7/6/2024 1:40,16.45
7/6/2024 1:50,16.396
7/6/2024 2:00,16.364
7/6/2024 2:10,16.321
7/6/2024 2:20,16.256
7/6/2024 2:30,16.256
7/6/2024 2:40,16.214
7/6/2024 2:50,16.149
7/6/2024 3:00,16.117
7/6/2024 3:10,16.074
7/6/2024 3:20,16.042
7/6/2024 3:30,15.999
7/6/2024 3:40,15.956
7/6/2024 3:50,15.924
7/6/2024 4:00,15.892
7/6/2024 4:10,15.849
7/6/2024 4:20,15.785
7/6/2024 4:30,15.806
7/6/2024 4:40,15.731
7/6/2024 4:50,15.731
7/6/2024 5:00,15.656
7/6/2024 5:10,15.624
7/6/2024 5:20,15.602
7/6/2024 5:30,15.581
7/6/2024 5:40,15.549
7/6/2024 5:50,15.516
7/6/2024 6:00,15.484
7/6/2024 6:10,15.452
7/6/2024 6:20,15.452
7/6/2024 6:30,15.42
7/6/2024 6:40,15.409
7/6/2024 6:50,15.409
7/6/2024 7:00,15.377
7/6/2024 7:10,15.366
7/6/2024 7:20,15.409
7/6/2024 7:30,15.398
7/6/2024 7:40,15.409
7/6/2024 7:50,15.452
7/6/2024 8:00,15.474
7/6/2024 8:10,15.463
7/6/2024 8:20,15.474
7/6/2024 8:30,15.527
7/6/2024 8:40,15.549
7/6/2024 8:50,15.634
7/6/2024 9:00,15.624
7/6/2024 9:10,15.656
7/6/2024 9:20,15.688
7/6/2024 9:30,15.688
7/6/2024 9:40,15.742
7/6/2024 9:50,15.752
7/6/2024 10:00,15.795
7/6/2024 10:10,15.881
7/6/2024 10:20,15.945
7/6/2024 10:30,15.988
7/6/2024 10:40,16.031
7/6/2024 10:50,16.042
7/6/2024 11:00,16.096
7/6/2024 11:10,16.117
7/6/2024 11:20,16.149
7/6/2024 11:30,16.171
7/6/2024 11:40,16.203
7/6/2024 11:50,16.192
7/6/2024 12:00,16.181
7/6/2024 12:10,16.181
7/6/2024 12:20,16.181
7/6/2024 12:30,16.192
7/6/2024 12:40,16.203
7/6/2024 12:50,16.192
7/6/2024 13:00,16.203
7/6/2024 13:10,16.235
7/6/2024 13:20,16.203
7/6/2024 13:30,16.224
7/6/2024 13:40,16.235
7/6/2024 13:50,16.235
7/6/2024 14:00,16.246
7/6/2024 14:10,16.278
7/6/2024 14:20,16.278
7/6/2024 14:30,16.289
7/6/2024 14:40,16.321
7/6/2024 14:50,16.342
7/6/2024 15:00,16.385
7/6/2024 15:10,16.428
7/6/2024 15:20,16.417
7/6/2024 15:30,16.482
7/6/2024 15:40,16.482
7/6/2024 15:50,16.503
7/6/2024 16:00,16.525
7/6/2024 16:10,16.525
7/6/2024 16:20,16.525
7/6/2024 16:30,16.535
7/6/2024 16:40,16.546
7/6/2024 16:50,16.535
7/6/2024 17:00,16.492
7/6/2024 17:10,16.492
7/6/2024 17:20,16.45
7/6/2024 17:30,16.428
7/6/2024 17:40,16.407
7/6/2024 17:50,16.396
7/6/2024 18:00,16.364
7/6/2024 18:10,16.364
7/6/2024 18:20,16.299
7/6/2024 18:30,16.299
7/6/2024 18:40,16.278
7/6/2024 18:50,16.256
7/6/2024 19:00,16.235
7/6/2024 19:10,16.203
7/6/2024 19:20,16.181
7/6/2024 19:30,16.149
7/6/2024 19:40,16.149
7/6/2024 19:50,16.117
7/6/2024 20:00,16.096
7/6/2024 20:10,16.074
7/6/2024 20:20,16.042
7/6/2024 20:30,16.021
7/6/2024 20:40,15.978
7/6/2024 20:50,15.988
7/6/2024 21:00,15.956
7/6/2024 21:10,15.935
7/6/2024 21:20,15.924
7/6/2024 21:30,15.87
7/6/2024 21:40,15.86
7/6/2024 21:50,15.86
7/6/2024 22:00,15.806
7/6/2024 22:10,15.806
7/6/2024 22:20,15.763
7/6/2024 22:30,15.774
7/6/2024 22:40,15.731
7/6/2024 22:50,15.72
7/6/2024 23:00,15.699
7/6/2024 23:10,15.688
7/6/2024 23:20,15.656
7/6/2024 23:30,15.634
7/6/2024 23:40,15.592
7/6/2024 23:50,15.57
7/7/2024 0:00,15.549
7/7/2024 0:10,15.538
7/7/2024 0:20,15.506
7/7/2024 0:30,15.484
7/7/2024 0:40,15.474
7/7/2024 0:50,15.431
7/7/2024 1:00,15.431
7/7/2024 1:10,15.409
7/7/2024 1:20,15.356
7/7/2024 1:30,15.345
7/7/2024 1:40,15.323
7/7/2024 1:50,15.313
7/7/2024 2:00,15.28
7/7/2024 2:10,15.27
7/7/2024 2:20,15.238
7/7/2024 2:30,15.238
7/7/2024 2:40,15.205
7/7/2024 2:50,15.195
7/7/2024 3:00,15.184
7/7/2024 3:10,15.152
7/7/2024 3:20,15.152
7/7/2024 3:30,15.12
7/7/2024 3:40,15.087
7/7/2024 3:50,15.077
7/7/2024 4:00,15.066
7/7/2024 4:10,15.045
7/7/2024 4:20,15.002
7/7/2024 4:30,15.012
7/7/2024 4:40,14.98
7/7/2024 4:50,14.959
7/7/2024 5:00,14.98
7/7/2024 5:10,14.927
7/7/2024 5:20,14.937
7/7/2024 5:30,14.916
7/7/2024 5:40,14.927
7/7/2024 5:50,14.894
7/7/2024 6:00,14.884
7/7/2024 6:10,14.873
7/7/2024 6:20,14.851
7/7/2024 6:30,14.841
7/7/2024 6:40,14.851
7/7/2024 6:50,14.83
7/7/2024 7:00,14.83
7/7/2024 7:10,14.841
7/7/2024 7:20,14.841
7/7/2024 7:30,14.819
7/7/2024 7:40,14.787
7/7/2024 7:50,14.819
7/7/2024 8:00,14.83
7/7/2024 8:10,14.798
7/7/2024 8:20,14.809
7/7/2024 8:30,14.776
7/7/2024 8:40,14.798
7/7/2024 8:50,14.819
7/7/2024 9:00,14.798
7/7/2024 9:10,14.83
7/7/2024 9:20,14.841
7/7/2024 9:30,14.841
7/7/2024 9:40,14.83
7/7/2024 9:50,14.841
7/7/2024 10:00,14.841
